prova_id,prova_nome,prova_banca,prova_regiao,prova_ano,prova_tipo,prova_created_at,prova_deleted_at,question_id,numero_questao,questao,imagem_indice,url_imagem
"49","CESUPA - PA - 2025 - R+ - CLINICA","CESUPA","PA","2025","R+","2026-04-08T23:24:35.144773+00:00","","3238","9","Mulher, 25 anos, sem comorbidades ou uso de medicações, dá entrada na emergência apresentando agitação psicomotora. Seu esposo referiu consulta prévia com endocrinologista devido quadro de perda de peso (15 Kg), palpitações e insônia. Ao exame físico, apresentava bócio difuso, taquicardia (FC= 141 bpm), febre (T= 38,5º), tremor de extremidades em repouso, e não possuía oftalmopatia nem mixedema pré-tibial. Trazia os seguintes exames solicitados pelo endocrinologista: β-hCG= NR, GJ= 101 mg/dL, Anti-HIV= NR, TSH= 0,01 mUI/L (VR 0,4-4,0), T4L= 4,74 ng/dL (VR 0,8-1,9), T3T= 4,16 ng/mL (VR 0,7-2,04), TRAb= 8,94 U/L (VR < 1,75); e mais a seguinte imagem da cintilografia (Tecnécio - 99m Tc): A respeito do caso, qual droga NÃO pode ser prescrita como terapia inicial?","1","https://pdres.s3.amazonaws.com/imgs/820b304a24808cac105f53662498f50b.png"
"49","CESUPA - PA - 2025 - R+ - CLINICA","CESUPA","PA","2025","R+","2026-04-08T23:24:35.144773+00:00","","3243","14","Um paciente de 44 anos, sexo masculino, hipertenso controlado, sem histórico de tabagismo, diabetes ou dislipidemia, procura o pronto-socorro com queixa de dor torácica de início há 2 horas. A dor é de leve intensidade, localizada no centro do tórax, sem irradiação, e não é exacerbada pelo esforço físico. Não há sintomas associados como dispneia, sudorese ou náuseas. O exame físico revela um paciente hemodinamicamente estável, com frequência cardíaca de 72 bpm, pressão arterial de 130/80 mmHg e oximetria de pulso de 98% em ar ambiente. A dosagem de troponina ultrassensível está dentro da normalidade. O eletrocardiograma a seguir: Diante da avaliação inicial, o médico decide calcular o score HEART para guiar a conduta e com base nesse escore, é correto afirmar que:","1","https://pdres.s3.amazonaws.com/imgs/b92ab3dc93568bbe7cc58745f77f170b.png"
"49","CESUPA - PA - 2025 - R+ - CLINICA","CESUPA","PA","2025","R+","2026-04-08T23:24:35.144773+00:00","","46239","19","Derico, 61 anos de idade, procura atendimento com queixa de tosse com expectoração mucosa e dispneia aos esforços de longa data. Nega doenças, idas a UPA ou pronto-socorro e internações. Cita tabagismo dos 14 anos até os 57 anos, chegando a fumar 1,5 maços/dia. Ao exame físico: bom estado geral, eupneico, normocorado, sem edemas. AC: bulhas cardíacas normofonéticas, rítmicas em 2 tempos. AP: murmúrio vesicular presente e diminuído globalmente. Abd: nada digno de nota. Trouxe exame abaixo: Sobre o caso acima, é correto afirmar:","1","https://pdres.s3.amazonaws.com/imgs/aa6d9a90f44152f464e991586c43621a.png"
"49","CESUPA - PA - 2025 - R+ - CLINICA","CESUPA","PA","2025","R+","2026-04-08T23:24:35.144773+00:00","","46241","21","Marinete, de 27 anos de idade, procura atendimento médico por quadros recorrentes de dispneia (mMRC: 1) com tosse produtiva e secreção mucosa. Nega doenças e internações. Cita tabagismo dos 19 anos até os 21 anos, chegando a fumar meio maço ao dia. Ao exame físico: bom estado geral, eupneica, normocorada, sem edemas. AC: bulhas cardíacas normofonéticas, rítmicas em 2 tempos. AP: murmúrio vesicular presente sem ruídos adventícios. Abdome: nada digno de nota. Trouxe exame abaixo: Sobre o caso acima, assinale a alternativa correta:","1","https://pdres.s3.amazonaws.com/imgs/a2ce39863f5cd2c7dd8ac0bcaa368832.png"
"49","CESUPA - PA - 2025 - R+ - CLINICA","CESUPA","PA","2025","R+","2026-04-08T23:24:35.144773+00:00","","46269","49","Um paciente de 58 anos é trazido ao pronto-socorro com queixa de palpitações, tontura e sensação de desmaio. Ao exame físico, apresenta pressão arterial de 70/40 mmHg e frequência cardíaca de 167 bpm. É tabagista (2 maços/dia), hipertenso, sem controle. Um eletrocardiograma (ECG) foi realizado. Com base na situação clínica e no ECG apresentado, assinale a alternativa que representa a conduta imediata mais adequada:","1","https://pdres.s3.amazonaws.com/imgs/f2b68dae8cfc09ee8f807b45ff0af380.png"
"50","CESUPA - PA - 2025 - R1","CESUPA","PA","2025","R1","2026-04-08T23:24:46.522184+00:00","","3250","5","Paciente de 65 anos vem a consulta em pós-operatório de correção de fratura de quadril. Relata que há 2 meses escorregou enquanto realizava caminhada na rua e foi constatada fratura de fêmur. Fez a correção cirúrgica e está em reabilitação, com a fisioterapia. Nega comorbidades e etilismo. É tabagista de meia carteira há 20 anos. Relata menopausa aos 45 anos, sem uso de terapia de reposição hormonal. Estava em uso apenas de dipirona para dor. Ao exame físico, apresenta IMC de 27kg/m2. Ao realizar o FRAX 2.0, foi encontrado o gráfico a seguir: Zona Intermediária: Mostra que os dados não foram suficientes para definir a indicação da terapia medicamentosa e sugere a necessidade de realização da densitometria óssea para aprimorar a avaliação. A conduta médica mais adequada para essa paciente, além de solicitar a densitometria óssea é:","1","https://pdres.s3.amazonaws.com/imgs/6349848550139aee4d2f0664c7ff8235.png"
"50","CESUPA - PA - 2025 - R1","CESUPA","PA","2025","R1","2026-04-08T23:24:46.522184+00:00","","3264","19","Ensaios clínicos randomizados duplos-cegos constituem o padrão-ouro para os estudos de eficácia vacinal, embora outros estudos de eficácia/efetividade vacinal possam utilizar outros tipos de estudo. Na avaliação deste tipo de estudo, a medida da eficácia vacinal entendida como a redução da susceptibilidade ao risco de infecção é avaliada também na sua significância estatística. Observando a tabela abaixo de um artigo sobre eficácia vacinal da vacina Qdenga, contra a dengue, marque a alternativa verdadeira:","1","https://pdres.s3.amazonaws.com/imgs/844f3416f473b8890e512c5cb2a85967.png"
"55","DASA - SP - 2025 - R+ - CLINICA","DASA","SP","2025","R+","2026-04-08T23:24:48.54818+00:00","","3583","8","Uma mulher de 80 anos apresentou história de dispneia e tosse seca há 4 semanas. Ela não havia relatado anteriormente esses sintomas ao seu médico. Nos últimos 6 meses, ela tomava nitrofurantoína diariamente para prevenir infecções recorrentes do trato urinário. Sua saturação de oxigênio era de 83% em ar ambiente. O exame físico mostrou crepitações inspiratórias nos campos pulmonares superiores, mas sem distensão venosa jugular ou edema. Os estudos laboratoriais mostraram leucocitose neutrofílica, mas sem eosinofilia ou elevações nos níveis de aminotransferase. A cultura de escarro e o painel respiratório viral foram negativos. Segue a tomografia computadorizada de tórax abaixo. Qual é a principal conduta para manejo desta condição?","1","https://pdres.s3.amazonaws.com/imgs/44bb606a0a8a228aa9e2ae2871fabebe.png"
"55","DASA - SP - 2025 - R+ - CLINICA","DASA","SP","2025","R+","2026-04-08T23:24:48.54818+00:00","","45663","41","Qual desses é o tratamento inicial recomendado para a seguinte arritmia num paciente de 18 anos, normotenso, alerta, eupneico, com queixa de palpitação?","1","https://pdres.s3.amazonaws.com/imgs/44de151330548f949b5bda66ed5f691c.png"
"55","DASA - SP - 2025 - R+ - CLINICA","DASA","SP","2025","R+","2026-04-08T23:24:48.54818+00:00","","45665","43","Um homem de 35 anos com nefropatia por IgA apresentou confusão, visão embaçada e convulsões. Duas semanas antes da apresentação, ele começou a receber ciclosporina. O exame físico foi notável por pressão arterial de 160/80 mm Hg, sonolência e diminuição da acuidade visual. A fundoscopia foi normal. Foi realizada Ressonância Magnética (RM) ponderada em T2 com a imagem abaixo. Qual é o diagnóstico mais provável?","1","https://pdres.s3.amazonaws.com/imgs/86d173e3c150ebd444a7d3019a038201.png"
"55","DASA - SP - 2025 - R+ - CLINICA","DASA","SP","2025","R+","2026-04-08T23:24:48.54818+00:00","","45669","47","Uma mulher de 25 anos com Lúpus Eritematoso Sistémico (LES) apresentou história de erupção cutânea nos braços, pernas e virilha há 3 meses. Ela estava tendo relações sexuais sem preservativo com um parceiro masculino durante o ano anterior à apresentação. Durante os 12 meses anteriores à apresentação, ela estava tomando hidroxicloroquina na dose de 200 mg por dia e prednisolona na dose de 15 a 20 mg por dia para controlar o LES. O exame físico foi notável por placas erosivas e violáceas nas fossas antecubital, fossa poplítea e regiões inguinais. Havia também manchas eritematosas escamosas em ambas as palmas. Qual é o diagnóstico mais provável?","1","https://pdres.s3.amazonaws.com/imgs/5802666d171b95340dcfe8341fc40b59.png"
"55","DASA - SP - 2025 - R+ - CLINICA","DASA","SP","2025","R+","2026-04-08T23:24:48.54818+00:00","","45670","48","Um homem de 58 anos apresentou-se à clínica dermatológica com história de lesões palpebrais há 2 anos e com perda de peso e fadiga nos últimos meses. No exame físico, foram observadas petéquias e púrpuras periorbitais dispersas. A macroglossia também esteve presente. Os testes de coagulação sérica foram normais. A biópsia da pálpebra superior esquerda resultou em equimose. Qual é a explicação mais provável para as petéquias periorbitais espontâneas e hematomas significativos após a biópsia neste caso?","1","https://pdres.s3.amazonaws.com/imgs/4fe4f6aa53233627dfeff6826f0efb5a.png"
"55","DASA - SP - 2025 - R+ - CLINICA","DASA","SP","2025","R+","2026-04-08T23:24:48.54818+00:00","","45671","49","Paciente compare ao ambulatório de dermatologia para investigação (imagem abaixo). Considerando que o paciente apresenta anticorpos contra desmogleína do tipo 1, qual o diagnóstico mais provável?","1","https://pdres.s3.amazonaws.com/imgs/439794cc777be4c1aa682bd0a36d50f7.png"
"55","DASA - SP - 2025 - R+ - CLINICA","DASA","SP","2025","R+","2026-04-08T23:24:48.54818+00:00","","45672","50","Paciente etilista e em situação de rua, trazido ao pronto-socorro por desidratação. Relatos de acompanhantes de confusão mental já há mais de 4 semanas, diarreia e seguinte aspecto a ectoscopia: Qual condição é mais compatível com a alteração?","1","https://pdres.s3.amazonaws.com/imgs/6a4f2d9f0df95bcf2d3fddfe5d01db8d.png"
"56","DASA - SP - 2025 - R1","DASA","SP","2025","R1","2026-04-08T23:24:58.505247+00:00","","3623","28","Paciente do sexo feminino, 70 anos, deu entrada no pronto-socorro com clínica obstrutiva, apresentando-se desidratada e taquicárdica. De antecedentes, possui hipertensão arterial sistêmica e tireoidectomia radical prévia. Abaixo temos sua radiografia de abdome agudo: A radiografia evidenciada acima aponta como principal hipótese o diagnóstico de:","1","https://pdres.s3.amazonaws.com/imgs/d7fa15518df6adc711bb897571162341.png"
"63","ENARE - DF - 2025 - R1","ENARE","DF","2025","R1","2026-04-08T23:25:03.947843+00:00","","4217","92","Mônica, 29 anos, professora, vem para a consulta na unidade básica de saúde preocupada com seu sobrepeso. Diz que anda muito estressada, que os cuidados com o filho mais novo têm tomado muito seu tempo e que o marido não ajuda e anda bebendo demais. Sua sogra Maria foi morar com eles e dá muito trabalho em virtude do quadro depressivo, que não melhora. O sogro, Mário, faleceu aos 53 anos, e isso a preocupa em relação a Mário Luís, seu marido, que também fuma e bebe demais. Eles têm ainda um filho de 12 anos, que não dá trabalho nenhum. Considere o genograma a seguir. O genograma de Mônica mostra que:","1","https://pdres.s3.amazonaws.com/imgs/15e448636ad361a238bfc22396999ec7.png"
"64","FAMEMA - SP - 2025 - R+ - CIRURGIA","FAMEMA","SP","2025","R+","2026-04-08T23:25:04.206313+00:00","","4227","2","Mulher de 43 anos, com constipação crônica, apresenta-se no pronto-socorro com dor em fossa ilíaca esquerda e febre há 2 horas. Está estável hemodinamicamente. Solicitada tomografia abdominal, demonstrada a seguir. Após as medidas iniciais, a conduta a ser tomada para com a paciente diante desta situação deverá ser","1","https://pdres.s3.amazonaws.com/imgs/c3ff13f0c077b15dd075ee237a4df979.png"
"64","FAMEMA - SP - 2025 - R+ - CIRURGIA","FAMEMA","SP","2025","R+","2026-04-08T23:25:04.206313+00:00","","4249","24","Uma mulher de 50 anos, com histórico de alcoolismo crônico e vários episódios de vômitos, foi levada ao pronto-socorro por apresentar hematêmese. Durante a endoscopia, foram visualizadas lacerações na mucosa do terço inferior esofágico (vide imagem demonstrada a seguir). Após as medidas iniciais, o diagnóstico da lesão e a terapêutica indicada nesta situação são, respectivamente:","1","https://pdres.s3.amazonaws.com/imgs/9c22f52c790475dc40c0fc6c40879aae.png"
"64","FAMEMA - SP - 2025 - R+ - CIRURGIA","FAMEMA","SP","2025","R+","2026-04-08T23:25:04.206313+00:00","","4250","25","Homem, 46 anos, com dor abdominal intensa em epigástrio irradiando para dorso. Refere episódios recentes de ingestão alcoólica excessiva. Não há sinais de trauma abdominal. Apresenta vômitos e febre leve. Na admissão, o abdome é difusamente doloroso à palpação, sem sinais de irritação peritoneal evidente. Exames laboratoriais: Amilase sérica: 1100 U/L (normal: 30-110 U/L); Lipase sérica: 1800 U/L (normal: 0-160 U/L); Leucócitos: 14 500/mm³; Proteína C reativa (PCR): 200 mg/L; Glucose: 190 mg/dL; Triglicerídeos: 480 mg/dL. Tomografia computadorizada de abdome demonstrada a seguir. A abordagem inicial do paciente deverá ser","1","https://pdres.s3.amazonaws.com/imgs/fc05df90d6a4a3745a80895e80fb83ee.png"
"67","FAMEMA - SP - 2025 - R1","FAMEMA","SP","2025","R1","2026-04-08T23:25:04.599386+00:00","","4400","25","Homem de 50 anos dá entrada na emergência com dor abdominal súbita e intensa em andar superior do abdome há 40 minutos, acompanhada de sudorese. Nega febre, alterações do hábito intestinal, vômitos ou sangramentos. Tomografia abdominal demonstrada a seguir. O diagnóstico provável do paciente é:","1","https://pdres.s3.amazonaws.com/imgs/93a053283f3aeb4b1d1c6b9152289182.png"
"68","FAMERP - SP - 2025 - MASTOLOGIA","FAMERP","SP","2025","MASTOLOGIA","2026-04-08T23:25:04.839083+00:00","","4506","31","Paciente de 51 anos, menopausada, procura atendimento para realização de exames de rotina. Nega queixas ou antecedente pessoal ou familiar de neoplasias ginecológicas ou mamárias. Nega uso de Terapia Hormonal para menopausa. Na mamografia foi observada a imagem abaixo. Qual a conduta?","1","https://pdres.s3.amazonaws.com/imgs/b066c658cfa850a0ce3d8b64fb8f44fd.png"
"68","FAMERP - SP - 2025 - MASTOLOGIA","FAMERP","SP","2025","MASTOLOGIA","2026-04-08T23:25:04.839083+00:00","","4549","74","Tercigesta, com dois partos anteriores por via vaginal, sem comorbidades, pré-natal de risco usual é internada na 38ª semana de gestação. A evolução do trabalho de parto está demonstrada no partograma abaixo. O diagnóstico identificado na evolução do trabalho de parto e a conduta são:","1","https://pdres.s3.amazonaws.com/imgs/e553cd3e39c6506c35045f3368c03012.png"
"68","FAMERP - SP - 2025 - MASTOLOGIA","FAMERP","SP","2025","MASTOLOGIA","2026-04-08T23:25:04.839083+00:00","","4553","78","Gestante internada em trabalho de parto. Durante a evolução do trabalho de parto, com 6 cm de dilatação, foi realizada ruptura artificial de membranas. O traçado cardiotocográfico abaixo foi realizado -após o procedimento. Assinale a alternativa que contém o diagnóstico e a conduta de acordo com os dados relatados:","1","https://pdres.s3.amazonaws.com/imgs/425f12f72ae0a53c39d8d8659d126df3.png"
"69","FAMERP - SP - 2025 - R+ - CIRURGIA","FAMERP","SP","2025","R+","2026-04-08T23:25:05.037927+00:00","","4570","15","Mulher de 60 anos, obesa e diabética, foi submetida a desbridamento cirúrgico de fasciíte necrotizante do períneo, conforme as figuras abaixo: Pré-operatório Pós-operatório Considerando-se as modalidades diagnósticas e terapêuticas, assinale a alternativa correta:","1","https://pdres.s3.amazonaws.com/imgs/ba0650594d14caff1787d42d0473f051.png"
"69","FAMERP - SP - 2025 - R+ - CIRURGIA","FAMERP","SP","2025","R+","2026-04-08T23:25:05.037927+00:00","","4574","19","Mulher de 82 anos, refere dor abdominal localizada na fossa iliaca e região inguinal a esquerda, com irradiação para face medial da coxa ipsilateral há 3 dias, com piora progressiva, tornando-se difusa há 1 dia, agora associada a vômitos. Refere ainda constipação intestinal e parada de eliminação de flatos desde o início da dor. Nega constipação intestinal, mas relata mudança no padrão evacuatório há aproximadamente 4 meses, relacionando-a com a alteração na medicação para depressão prescrita pelo geriatra. Apresenta-se emagrecida (IMC = 17 kg/m2), em posição antálgica, desidratada (2+/4+), abdome distendido, doloroso à palpação difusa, mais importante a palpação da fossa iliaca esquerda, sem sinais de peritonite. Tem discreto hematoma na região medial da coxa esquerda, próximo à região inguinal. Submetida a tomografia de abdome, com as imagens abaixo: Assinale a alternativa correta em relação ao diagnóstico:","1","https://pdres.s3.amazonaws.com/imgs/a6bc29a470c182ab6be752167f81de3b.png"
"69","FAMERP - SP - 2025 - R+ - CIRURGIA","FAMERP","SP","2025","R+","2026-04-08T23:25:05.037927+00:00","","4575","20","Mulher de 59 anos, diabética insulino-dependente, foi submetida a drenagem de abscesso secundário à aplicação inadequada de injeções subcutâneas, além de desbridamento cirúrgico de tecido desvitalizado em parede abdominal, sendo posteriormente optado pela instalação de curativo a vácuo, como mostrado nas figuras abaixo: Sobre a terapia por pressão negativa no tratamento das feridas complexas e no abdome aberto, é correto afirmar:","1","https://pdres.s3.amazonaws.com/imgs/1e5fdb372612e2aced3802a326a06bab.png"
