nome,questoes,url
"ABC - SP - 2024 - R1 Premium (Pago)",100,https://www.provaderesidencia.com.br/premium/prova/3182/
"ABC - SP - 2025 - ENDOSCOPIA Premium (Pago)",50,https://www.provaderesidencia.com.br/premium/prova/3509/
"ABC - SP - 2025 - MASTOLOGIA Premium (Pago)",50,https://www.provaderesidencia.com.br/premium/prova/3411/
"ABC - SP - 2025 - R+ - CIRURGIA Premium (Pago)",50,https://www.provaderesidencia.com.br/premium/prova/3425/
"ABC - SP - 2025 - R+ - CLINICA Premium (Pago)",50,https://www.provaderesidencia.com.br/premium/prova/3623/
"ABC - SP - 2025 - R1 Premium (Pago)",100,https://www.provaderesidencia.com.br/premium/prova/3484/
"ACCVR - RS - 2022 - R1 - 1 Premium (Pago)",26,https://www.provaderesidencia.com.br/premium/prova/2287/
"AFAMCI - RJ - 2014 - R1 - 1",50,https://www.provaderesidencia.com.br/premium/prova/429/
"AFAMCI - RJ - 2015 - R1 - 1",75,https://www.provaderesidencia.com.br/premium/prova/741/
"AFAMCI - RJ - 2016 - R1 - 1 Premium (Gratuito)",74,https://www.provaderesidencia.com.br/premium/prova/757/
"AFAMCI - RJ - 2017 - R1 - 1 Premium (Gratuito)",75,https://www.provaderesidencia.com.br/premium/prova/1062/
"AFAMCI - RJ - 2018 - R1 - 1 Premium (Gratuito)",75,https://www.provaderesidencia.com.br/premium/prova/1152/
"AFAMCI - RJ - 2019 - R1 - 1 Premium (Gratuito)",6,https://www.provaderesidencia.com.br/premium/prova/1525/
"AFAMCI - RJ - 2023 - R1 Premium (Pago)",75,https://www.provaderesidencia.com.br/premium/prova/2824/
"AFAMCI - RJ - 2025 - R1 Premium (Pago)",75,https://www.provaderesidencia.com.br/premium/prova/3500/
"AFDM - PR - 2025 - R1 Premium (Pago)",60,https://www.provaderesidencia.com.br/premium/prova/3498/
"AMIL - SP - SP - 2025 - R+ - CIRURGIA Premium (Pago)",40,https://www.provaderesidencia.com.br/premium/prova/3458/
"AMIL - SP - SP - 2025 - R+ - CLINICA Premium (Pago)",40,https://www.provaderesidencia.com.br/premium/prova/3450/
"AMIL - SP - SP - 2025 - R1 Premium (Pago)",40,https://www.provaderesidencia.com.br/premium/prova/3655/
"AMP - PR - 2006 - R1 - 1",100,https://www.provaderesidencia.com.br/premium/prova/581/
"AMP - PR - 2007 - R1 - 1",100,https://www.provaderesidencia.com.br/premium/prova/360/
"AMP - PR - 2008 - R1 - 1",100,https://www.provaderesidencia.com.br/premium/prova/268/
"AMP - PR - 2009 - R1 - 1",100,https://www.provaderesidencia.com.br/premium/prova/45/
"AMP - PR - 2009 - R3 - CLINICA MEDICA",50,https://www.provaderesidencia.com.br/premium/prova/488/
"AMP - PR - 2010 - R1 - 1",100,https://www.provaderesidencia.com.br/premium/prova/393/
"AMP - PR - 2011 - R1 - 1",100,https://www.provaderesidencia.com.br/premium/prova/180/
"AMP - PR - 2012 - R1 - 1",100,https://www.provaderesidencia.com.br/premium/prova/75/
"AMP - PR - 2013 - R1 - 1",100,https://www.provaderesidencia.com.br/premium/prova/203/
"AMP - PR - 2013 - R1 - 2",100,https://www.provaderesidencia.com.br/premium/prova/633/
"AMP - PR - 2014 - R1 - 1",80,https://www.provaderesidencia.com.br/premium/prova/615/
"AMP - PR - 2015 - R1 - 1",100,https://www.provaderesidencia.com.br/premium/prova/493/
"AMP - PR - 2016 - R1 - 1 Premium (Gratuito)",95,https://www.provaderesidencia.com.br/premium/prova/876/
"AMP - PR - 2016 - R3 - CIRURGIA GERAL Premium (Gratuito)",50,https://www.provaderesidencia.com.br/premium/prova/793/
"AMP - PR - 2016 - R3 - PEDIATRIA Premium (Gratuito)",50,https://www.provaderesidencia.com.br/premium/prova/847/
"AMP - PR - 2017 - R1 - 1 Premium (Gratuito)",100,https://www.provaderesidencia.com.br/premium/prova/1048/
"AMP - PR - 2017 - R3 - CIRURGIA GERAL Premium (Gratuito)",50,https://www.provaderesidencia.com.br/premium/prova/1061/
"AMP - PR - 2017 - R3 - PEDIATRIA Premium (Gratuito)",50,https://www.provaderesidencia.com.br/premium/prova/1024/
"AMP - PR - 2018 - R1 - 1 Premium (Gratuito)",100,https://www.provaderesidencia.com.br/premium/prova/1233/
"AMP - PR - 2018 - R3 - CIRURGIA GERAL Premium (Gratuito)",50,https://www.provaderesidencia.com.br/premium/prova/1134/
"AMP - PR - 2018 - R3 - CLÍNICA MÉDICA Premium (Gratuito)",50,https://www.provaderesidencia.com.br/premium/prova/1302/
"AMP - PR - 2018 - R3 - PEDIATRIA Premium (Gratuito)",50,https://www.provaderesidencia.com.br/premium/prova/1284/
"AMP - PR - 2019 - R1 - 1 Premium (Gratuito)",100,https://www.provaderesidencia.com.br/premium/prova/1440/
"AMP - PR - 2019 - R3 - CIRURGIA GERAL Premium (Gratuito)",50,https://www.provaderesidencia.com.br/premium/prova/1363/
"AMP - PR - 2019 - R3 - CLÍNICA MÉDICA Premium (Gratuito)",50,https://www.provaderesidencia.com.br/premium/prova/1376/
"AMP - PR - 2019 - R3 - PEDIATRIA Premium (Gratuito)",50,https://www.provaderesidencia.com.br/premium/prova/1420/
"AMP - PR - 2020 - R1 - 1 Premium (Pago)",100,https://www.provaderesidencia.com.br/premium/prova/1557/
"AMP - PR - 2020 - R3 - CIRURGIA Premium (Pago)",50,https://www.provaderesidencia.com.br/premium/prova/1772/
"AMP - PR - 2020 - R3 - CLÍNICA MÉDICA Premium (Pago)",50,https://www.provaderesidencia.com.br/premium/prova/1666/
"AMP - PR - 2020 - R3 - PEDIATRIA Premium (Pago)",50,https://www.provaderesidencia.com.br/premium/prova/1799/
"AMP - PR - 2021 - R1 - 1 Premium (Pago)",100,https://www.provaderesidencia.com.br/premium/prova/2009/
"AMP - PR - 2021 - R3 - CIRURGIA Premium (Pago)",50,https://www.provaderesidencia.com.br/premium/prova/2143/
"AMP - PR - 2021 - R3 - PEDIATRIA Premium (Pago)",50,https://www.provaderesidencia.com.br/premium/prova/1991/
"AMP - PR - 2022 - R1 - 1 Premium (Pago)",100,https://www.provaderesidencia.com.br/premium/prova/2571/
"AMP - PR - 2022 - R3 - CIRURGIA Premium (Pago)",50,https://www.provaderesidencia.com.br/premium/prova/2269/
"AMP - PR - 2022 - R3 - CLINICA MEDICA Premium (Pago)",50,https://www.provaderesidencia.com.br/premium/prova/2595/
"AMP - PR - 2022 - R3 - PEDIATRIA Premium (Pago)",50,https://www.provaderesidencia.com.br/premium/prova/2567/
"AMP - PR - 2023 - ENDOSCOPIA Premium (Pago)",40,https://www.provaderesidencia.com.br/premium/prova/2718/
"AMP - PR - 2023 - MASTOLOGIA Premium (Pago)",40,https://www.provaderesidencia.com.br/premium/prova/2876/
"AMP - PR - 2023 - R+ - CIRURGIA Premium (Pago)",50,https://www.provaderesidencia.com.br/premium/prova/2798/
"AMP - PR - 2023 - R+ - CLINICA Premium (Pago)",50,https://www.provaderesidencia.com.br/premium/prova/2614/
"AMP - PR - 2023 - R+ - PEDIATRIA Premium (Pago)",50,https://www.provaderesidencia.com.br/premium/prova/2869/
"AMP - PR - 2023 - R1 Premium (Pago)",100,https://www.provaderesidencia.com.br/premium/prova/2653/
"AMP - PR - 2024 - ENDOSCOPIA Premium (Pago)",40,https://www.provaderesidencia.com.br/premium/prova/3261/
"AMP - PR - 2024 - MASTOLOGIA Premium (Pago)",40,https://www.provaderesidencia.com.br/premium/prova/3173/
"AMP - PR - 2024 - R+ - CIRURGIA Premium (Pago)",50,https://www.provaderesidencia.com.br/premium/prova/3010/
"AMP - PR - 2024 - R+ - CLINICA Premium (Pago)",50,https://www.provaderesidencia.com.br/premium/prova/3195/
"AMP - PR - 2024 - R+ - PEDIATRIA Premium (Pago)",50,https://www.provaderesidencia.com.br/premium/prova/3218/
"AMP - PR - 2024 - R1 Premium (Pago)",100,https://www.provaderesidencia.com.br/premium/prova/3101/
"AMP - PR - 2025 - ENDOSCOPIA Premium (Pago)",40,https://www.provaderesidencia.com.br/premium/prova/3632/
"AMP - PR - 2025 - MASTOLOGIA Premium (Pago)",40,https://www.provaderesidencia.com.br/premium/prova/3459/
"AMP - PR - 2025 - R+ - CIRURGIA Premium (Pago)",50,https://www.provaderesidencia.com.br/premium/prova/3355/
"AMP - PR - 2025 - R+ - CLINICA Premium (Pago)",50,https://www.provaderesidencia.com.br/premium/prova/3666/
"AMP - PR - 2025 - R+ - PEDIATRIA Premium (Pago)",50,https://www.provaderesidencia.com.br/premium/prova/3603/
"AMP - PR - 2025 - R1 Premium (Pago)",100,https://www.provaderesidencia.com.br/premium/prova/3453/
"AMRIGS - RS - 2006 - R1 - 1",100,https://www.provaderesidencia.com.br/premium/prova/704/
"AMRIGS - RS - 2007 - R1 - 1",100,https://www.provaderesidencia.com.br/premium/prova/603/
"AMRIGS - RS - 2008 - R1 - 1",100,https://www.provaderesidencia.com.br/premium/prova/676/
"AMRIGS - RS - 2009 - R1 - 1",100,https://www.provaderesidencia.com.br/premium/prova/195/
"AMRIGS - RS - 2010 - R1 - 1",100,https://www.provaderesidencia.com.br/premium/prova/4/
"AMRIGS - RS - 2012 - R1 - 1",100,https://www.provaderesidencia.com.br/premium/prova/355/
"AMRIGS - RS - 2013 - R1 - 1",100,https://www.provaderesidencia.com.br/premium/prova/148/
"AMRIGS - RS - 2014 - R1 - 1",100,https://www.provaderesidencia.com.br/premium/prova/753/
"AMRIGS - RS - 2015 - R1 - 1",100,https://www.provaderesidencia.com.br/premium/prova/428/
"AMRIGS - RS - 2016 - R1 - 1 Premium (Gratuito)",100,https://www.provaderesidencia.com.br/premium/prova/807/
"AMRIGS - RS - 2016 - R3 - CIRURGIA GERAL Premium (Gratuito)",50,https://www.provaderesidencia.com.br/premium/prova/899/
"AMRIGS - RS - 2016 - R3 - PEDIATRIA Premium (Gratuito)",50,https://www.provaderesidencia.com.br/premium/prova/878/
"AMRIGS - RS - 2017 - R1 - 1 Premium (Gratuito)",100,https://www.provaderesidencia.com.br/premium/prova/943/
"AMRIGS - RS - 2017 - R3 - CIRURGIA GERAL Premium (Gratuito)",50,https://www.provaderesidencia.com.br/premium/prova/924/
"AMRIGS - RS - 2017 - R3 - PEDIATRIA Premium (Gratuito)",50,https://www.provaderesidencia.com.br/premium/prova/957/
"AMRIGS - RS - 2018 - R1 - 1 Premium (Gratuito)",100,https://www.provaderesidencia.com.br/premium/prova/1197/
"AMRIGS - RS - 2018 - R3 - CIRURGIA GERAL Premium (Gratuito)",50,https://www.provaderesidencia.com.br/premium/prova/1276/
"AMRIGS - RS - 2018 - R3 - CLÍNICA MÉDICA Premium (Gratuito)",50,https://www.provaderesidencia.com.br/premium/prova/1301/
"AMRIGS - RS - 2018 - R3 - PEDIATRIA Premium (Gratuito)",50,https://www.provaderesidencia.com.br/premium/prova/1327/
"AMRIGS - RS - 2019 - R1 - 1 Premium (Gratuito)",100,https://www.provaderesidencia.com.br/premium/prova/1398/
"AMRIGS - RS - 2019 - R3 - CIRURGIA GERAL Premium (Gratuito)",30,https://www.provaderesidencia.com.br/premium/prova/1435/
"AMRIGS - RS - 2019 - R3 - CLÍNICA MÉDICA Premium (Gratuito)",30,https://www.provaderesidencia.com.br/premium/prova/1372/
"AMRIGS - RS - 2019 - R3 - GINECOLOGIA E OBSTETRÍCIA Premium (Gratuito)",30,https://www.provaderesidencia.com.br/premium/prova/1424/
"AMRIGS - RS - 2019 - R3 - PEDIATRIA Premium (Gratuito)",30,https://www.provaderesidencia.com.br/premium/prova/1432/
"AMRIGS - RS - 2020 - R1 - 1 Premium (Pago)",100,https://www.provaderesidencia.com.br/premium/prova/1561/
"AMRIGS - RS - 2020 - R3 - CIRURGIA Premium (Pago)",30,https://www.provaderesidencia.com.br/premium/prova/1769/
"AMRIGS - RS - 2020 - R3 - CLÍNICA MÉDICA Premium (Pago)",30,https://www.provaderesidencia.com.br/premium/prova/1787/
"AMRIGS - RS - 2020 - R3 - PEDIATRIA Premium (Pago)",30,https://www.provaderesidencia.com.br/premium/prova/1792/
"AMRIGS - RS - 2020 - R4 - GO Premium (Pago)",30,https://www.provaderesidencia.com.br/premium/prova/1861/
"AMRIGS - RS - 2021 - R1 - 1 Premium (Pago)",100,https://www.provaderesidencia.com.br/premium/prova/2119/
"AMRIGS - RS - 2021 - R1 - 2 Premium (Pago)",50,https://www.provaderesidencia.com.br/premium/prova/2170/
"AMRIGS - RS - 2021 - R3 - CIRURGIA Premium (Pago)",30,https://www.provaderesidencia.com.br/premium/prova/2021/
"AMRIGS - RS - 2021 - R3 - PEDIATRIA Premium (Pago)",30,https://www.provaderesidencia.com.br/premium/prova/2003/
"AMRIGS - RS - 2021 - R4 - GO Premium (Pago)",30,https://www.provaderesidencia.com.br/premium/prova/2064/
"AMRIGS - RS - 2022 - R1 - 1 Premium (Pago)",100,https://www.provaderesidencia.com.br/premium/prova/2576/
"AMRIGS - RS - 2022 - R3 - CIRURGIA Premium (Pago)",30,https://www.provaderesidencia.com.br/premium/prova/2466/
"AMRIGS - RS - 2022 - R3 - CLINICA MEDICA Premium (Pago)",30,https://www.provaderesidencia.com.br/premium/prova/2570/
"AMRIGS - RS - 2022 - R3 - PEDIATRIA Premium (Pago)",30,https://www.provaderesidencia.com.br/premium/prova/2577/
"AMRIGS - RS - 2022 - R4 - GO Premium (Pago)",30,https://www.provaderesidencia.com.br/premium/prova/2367/
"AMRIGS - RS - 2023 - ENDOSCOPIA Premium (Pago)",30,https://www.provaderesidencia.com.br/premium/prova/2944/
"AMRIGS - RS - 2023 - MASTOLOGIA Premium (Pago)",30,https://www.provaderesidencia.com.br/premium/prova/2880/
"AMRIGS - RS - 2023 - R+ - CLINICA Premium (Pago)",30,https://www.provaderesidencia.com.br/premium/prova/2628/
"AMRIGS - RS - 2023 - R+ - GO Premium (Pago)",30,https://www.provaderesidencia.com.br/premium/prova/2750/
"AMRIGS - RS - 2023 - R+ - PEDIATRIA Premium (Pago)",30,https://www.provaderesidencia.com.br/premium/prova/2966/
"AMRIGS - RS - 2023 - R1 Premium (Pago)",100,https://www.provaderesidencia.com.br/premium/prova/2955/
"AMRIGS - RS - 2024 - ENDOSCOPIA Premium (Pago)",30,https://www.provaderesidencia.com.br/premium/prova/3297/
"AMRIGS - RS - 2024 - MASTOLOGIA Premium (Pago)",30,https://www.provaderesidencia.com.br/premium/prova/3199/
"AMRIGS - RS - 2024 - R+ - CIRURGIA Premium (Pago)",30,https://www.provaderesidencia.com.br/premium/prova/3250/
"AMRIGS - RS - 2024 - R+ - CLINICA Premium (Pago)",30,https://www.provaderesidencia.com.br/premium/prova/3175/
"AMRIGS - RS - 2024 - R+ - GO Premium (Pago)",30,https://www.provaderesidencia.com.br/premium/prova/3100/
"AMRIGS - RS - 2024 - R+ - PEDIATRIA Premium (Pago)",30,https://www.provaderesidencia.com.br/premium/prova/3055/
"AMRIGS - RS - 2024 - R1 Premium (Pago)",100,https://www.provaderesidencia.com.br/premium/prova/3157/
"AMRIGS - RS - 2025 - MASTOLOGIA Premium (Pago)",25,https://www.provaderesidencia.com.br/premium/prova/3339/
"AMRIGS - RS - 2025 - R+ - CIRURGIA Premium (Pago)",25,https://www.provaderesidencia.com.br/premium/prova/3526/
"AMRIGS - RS - 2025 - R+ - CLINICA Premium (Pago)",25,https://www.provaderesidencia.com.br/premium/prova/3478/
"AMRIGS - RS - 2025 - R+ - GO Premium (Pago)",25,https://www.provaderesidencia.com.br/premium/prova/3643/
"AMRIGS - RS - 2025 - R+ - PEDIATRIA Premium (Pago)",25,https://www.provaderesidencia.com.br/premium/prova/3363/
"AMRIGS - RS - 2025 - R1 Premium (Pago)",100,https://www.provaderesidencia.com.br/premium/prova/3388/
"AMS - APUCARANA - PR - 2022 - R1 - 1 Premium (Pago)",100,https://www.provaderesidencia.com.br/premium/prova/2342/
"AMS - APUCARANA - PR - 2023 - R1 Premium (Pago)",100,https://www.provaderesidencia.com.br/premium/prova/2670/
"AMS - APUCARANA - PR - 2024 - R1 Premium (Pago)",100,https://www.provaderesidencia.com.br/premium/prova/3253/
"AMS-APUCARANA - PR - 2018 - R1 - 1 Premium (Gratuito)",100,https://www.provaderesidencia.com.br/premium/prova/1120/
"AMS-APUCARANA - PR - 2020 - R1 - 1 Premium (Pago)",100,https://www.provaderesidencia.com.br/premium/prova/1612/
"AMS-APUCARANA - PR - 2021 - R1 - 1 Premium (Pago)",100,https://www.provaderesidencia.com.br/premium/prova/2024/
"AMS-LONDRINA - PR - 2017 - R1 - 1 Premium (Gratuito)",50,https://www.provaderesidencia.com.br/premium/prova/1046/
"AMS-LONDRINA - PR - 2018 - R1 - 1 Premium (Gratuito)",60,https://www.provaderesidencia.com.br/premium/prova/1190/
"AMS-LONDRINA - PR - 2019 - R1 - 1 Premium (Gratuito)",7,https://www.provaderesidencia.com.br/premium/prova/1463/
"AMS-LONDRINA - PR - 2021 - R1 - 1 Premium (Pago)",50,https://www.provaderesidencia.com.br/premium/prova/1964/
"APCC - PI - 2016 - R1 - 1 Premium (Gratuito)",100,https://www.provaderesidencia.com.br/premium/prova/840/
"APCC - PI - 2020 - R3 - CIRURGIA Premium (Pago)",50,https://www.provaderesidencia.com.br/premium/prova/1826/
"AUSTA - SP - 2019 - R1 - 1 Premium (Gratuito)",100,https://www.provaderesidencia.com.br/premium/prova/1501/
"CADMO - PR - 2024 - R1 Premium (Pago)",45,https://www.provaderesidencia.com.br/premium/prova/2990/
"CADMO - PR - 2025 - R1 Premium (Pago)",60,https://www.provaderesidencia.com.br/premium/prova/3395/
"CCANSPS - MG - 2014 - R1 - 1",90,https://www.provaderesidencia.com.br/premium/prova/742/
"CCANSPS - MG - 2015 - R1 - 1",90,https://www.provaderesidencia.com.br/premium/prova/658/
"CCANSPS - MG - 2016 - R1 - 1 Premium (Gratuito)",90,https://www.provaderesidencia.com.br/premium/prova/827/
"CCANSPS - MG - 2017 - R1 - 1 Premium (Gratuito)",90,https://www.provaderesidencia.com.br/premium/prova/934/
"CCANSPS - MG - 2018 - R1 - 1 Premium (Gratuito)",90,https://www.provaderesidencia.com.br/premium/prova/1138/
"CCANSPS - MG - 2019 - R1 - 1 Premium (Gratuito)",90,https://www.provaderesidencia.com.br/premium/prova/1379/
"CCANSPS - MG - 2020 - R1 - 1 Premium (Pago)",90,https://www.provaderesidencia.com.br/premium/prova/1873/
"CCANSPS - MG - 2020 - R4 - GO Premium (Pago)",45,https://www.provaderesidencia.com.br/premium/prova/1859/
"CCANSPS - MG - 2021 - R1 - 1 Premium (Pago)",90,https://www.provaderesidencia.com.br/premium/prova/1987/
"CCANSPS - MG - 2021 - R4 - GO Premium (Pago)",45,https://www.provaderesidencia.com.br/premium/prova/2047/
"CCANSPS - MG - 2024 - R1 Premium (Pago)",90,https://www.provaderesidencia.com.br/premium/prova/3032/
"CCANSPS - MG - 2025 - R1 Premium (Pago)",90,https://www.provaderesidencia.com.br/premium/prova/3560/
"CCG - MS - 2015 - R1 - 1",100,https://www.provaderesidencia.com.br/premium/prova/88/
"CCG - MS - 2016 - R1 - 1 Premium (Gratuito)",99,https://www.provaderesidencia.com.br/premium/prova/870/
"CCG - MS - 2017 - R1 - 1 Premium (Gratuito)",100,https://www.provaderesidencia.com.br/premium/prova/990/
"CEOQ - BA - 2016 - R1 - 1 Premium (Gratuito)",60,https://www.provaderesidencia.com.br/premium/prova/843/
"CEOQ - BA - 2017 - R1 - 1 Premium (Gratuito)",60,https://www.provaderesidencia.com.br/premium/prova/1060/
"CEOQ - BA - 2018 - R1 - 1 Premium (Gratuito)",60,https://www.provaderesidencia.com.br/premium/prova/1213/
"CEOQ - BA - 2019 - R1 - 1 Premium (Gratuito)",60,https://www.provaderesidencia.com.br/premium/prova/1502/
"CEOQ - BA - 2020 - R1 - 1 Premium (Pago)",60,https://www.provaderesidencia.com.br/premium/prova/1687/
"CEP - SE - SE - 2022 - R1 - 1 Premium (Pago)",100,https://www.provaderesidencia.com.br/premium/prova/2393/
"CEP - SE - SE - 2023 - R1 Premium (Pago)",100,https://www.provaderesidencia.com.br/premium/prova/2898/
"CEPOA - RJ - 2018 - R1 - 1 Premium (Gratuito)",100,https://www.provaderesidencia.com.br/premium/prova/1251/
"CEPOA - RJ - 2019 - R1 - 1 Premium (Gratuito)",87,https://www.provaderesidencia.com.br/premium/prova/1539/
"CEPOA - RJ - 2020 - R1 - 1 Premium (Pago)",100,https://www.provaderesidencia.com.br/premium/prova/1877/
"CEPOA - RJ - 2022 - R1 - 1 Premium (Pago)",100,https://www.provaderesidencia.com.br/premium/prova/2599/
"CEPT - DF - 2021 - R1 - 1 Premium (Pago)",50,https://www.provaderesidencia.com.br/premium/prova/2171/
"CEREM - MS - 2013 - R1 - 1",100,https://www.provaderesidencia.com.br/premium/prova/745/
"CEREM - MS - 2014 - R1 - 1",100,https://www.provaderesidencia.com.br/premium/prova/205/
"CEREM - MS - 2015 - R1 - 1",100,https://www.provaderesidencia.com.br/premium/prova/702/
"CEREM - MS - 2016 - R1 - 1 Premium (Gratuito)",100,https://www.provaderesidencia.com.br/premium/prova/828/
"CERMAM - AM - 2009 - R1 - 1",100,https://www.provaderesidencia.com.br/premium/prova/564/
"CERMAM - AM - 2009 - R1 - 2",50,https://www.provaderesidencia.com.br/premium/prova/359/
"CERMAM - AM - 2010 - R1 - 1",100,https://www.provaderesidencia.com.br/premium/prova/716/
"CERMAM - AM - 2011 - R1 - 1",100,https://www.provaderesidencia.com.br/premium/prova/630/
"CERMAM - AM - 2012 - R1 - 1",100,https://www.provaderesidencia.com.br/premium/prova/744/
"CERMAM - AM - 2012 - R1 - 2",25,https://www.provaderesidencia.com.br/premium/prova/670/
"CERMAM - AM - 2013 - R1 - 1",100,https://www.provaderesidencia.com.br/premium/prova/415/
"CERMAM - AM - 2014 - R1 - 1",100,https://www.provaderesidencia.com.br/premium/prova/687/
"CERMAM - AM - 2014 - R1 - 2",50,https://www.provaderesidencia.com.br/premium/prova/39/
"CERMAM - AM - 2015 - R1 - 1",100,https://www.provaderesidencia.com.br/premium/prova/596/
"CERMAM - AM - 2016 - R1 - 1 Premium (Gratuito)",98,https://www.provaderesidencia.com.br/premium/prova/791/
"CERMAM - AM - 2017 - R1 - 1 Premium (Gratuito)",100,https://www.provaderesidencia.com.br/premium/prova/1055/
"CERMAM - AM - 2018 - R1 - 1 Premium (Gratuito)",100,https://www.provaderesidencia.com.br/premium/prova/1144/
"CERMAM - AM - 2018 - R3 - CIRURGIA GERAL Premium (Gratuito)",50,https://www.provaderesidencia.com.br/premium/prova/1266/
"CERMAM - AM - 2018 - R3 - CLÍNICA MÉDICA Premium (Gratuito)",50,https://www.provaderesidencia.com.br/premium/prova/1313/
"CERMAM - AM - 2018 - R3 - PEDIATRIA Premium (Gratuito)",25,https://www.provaderesidencia.com.br/premium/prova/1261/
"CERMAM - AM - 2019 - R1 - 1 Premium (Gratuito)",100,https://www.provaderesidencia.com.br/premium/prova/1451/
"CERMAM - AM - 2020 - R1 - 1 Premium (Pago)",100,https://www.provaderesidencia.com.br/premium/prova/1795/
"CERMAM - AM - 2020 - R3 - CIRURGIA Premium (Pago)",50,https://www.provaderesidencia.com.br/premium/prova/1744/
"CERMAM - AM - 2020 - R3 - PEDIATRIA Premium (Pago)",25,https://www.provaderesidencia.com.br/premium/prova/1753/
"CERMAM - AM - 2020 - R4 - GO Premium (Pago)",25,https://www.provaderesidencia.com.br/premium/prova/1590/
"CERMAM - AM - 2021 - R1 - 1 Premium (Pago)",100,https://www.provaderesidencia.com.br/premium/prova/2238/
"CERMAM - AM - 2022 - R1 - 1 Premium (Pago)",100,https://www.provaderesidencia.com.br/premium/prova/2585/
"CERMAM - AM - 2022 - R3 - CLINICA MEDICA Premium (Pago)",25,https://www.provaderesidencia.com.br/premium/prova/2252/
"CERMAM - AM - 2022 - R3 - PEDIATRIA Premium (Pago)",25,https://www.provaderesidencia.com.br/premium/prova/2366/
